policy,sampling_strategy,seed,type,instance,nnodes,nlps,stime,gap,status,ndomchgs,ncutoffs,walltime,proctime
gcnn:baseline,depthK_adaptive,0,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_5.lp,35,180,2.9,0.0,optimal,0,0,3.028784500000029,3.03125
gcnn:baseline,depthK_adaptive,1,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_5.lp,35,136,2.83,0.0,optimal,0,0,2.9072226999999202,2.90625
gcnn:baseline,depthK_adaptive,2,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_5.lp,35,128,2.75,0.0,optimal,0,0,2.8263952999999447,2.796875
gcnn:baseline,depthK_adaptive,3,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_5.lp,35,171,2.84,0.0,optimal,0,0,2.871229699999958,2.875
gcnn:baseline,depthK_adaptive,4,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_5.lp,37,147,2.9,0.0,optimal,0,0,2.9625184999999874,2.9375
gcnn:baseline,depthK_adaptive2,0,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_5.lp,33,156,2.92,0.0,optimal,0,0,3.0034445000000005,3.0
gcnn:baseline,depthK_adaptive2,1,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_5.lp,29,100,2.75,0.0,optimal,0,0,2.8259969999999157,2.8125
gcnn:baseline,depthK_adaptive2,2,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_5.lp,29,98,2.6,0.0,optimal,0,0,2.745802000000026,2.734375
gcnn:baseline,depthK_adaptive2,3,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_5.lp,31,98,2.61,0.0,optimal,0,0,2.7496909000000187,2.75
gcnn:baseline,depthK_adaptive2,4,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_5.lp,33,107,2.79,0.0,optimal,0,0,2.8835172000000284,2.84375
gcnn:baseline,uniform5,0,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,271,595,7.8,0.0,optimal,0,0,8.078303100000085,8.0625
gcnn:baseline,uniform5,1,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,261,553,7.53,0.0,optimal,0,0,7.949500700000044,7.875
gcnn:baseline,uniform5,2,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,261,604,7.58,0.0,optimal,0,0,7.899234500000034,7.828125
gcnn:baseline,uniform5,3,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,303,564,7.54,0.0,optimal,0,0,7.85262160000002,7.75
gcnn:baseline,uniform5,4,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,267,500,7.55,0.0,optimal,0,0,7.947423800000024,7.90625
gcnn:baseline,depthK,0,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,267,561,7.55,0.0,optimal,0,0,8.01419450000003,7.9375
gcnn:baseline,depthK,1,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,267,537,7.66,0.0,optimal,0,0,7.979100800000083,7.921875
gcnn:baseline,depthK,2,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,261,526,7.58,0.0,optimal,0,0,7.943379800000002,7.875
gcnn:baseline,depthK,3,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,267,507,6.92,0.0,optimal,0,0,7.342432700000018,7.25
gcnn:baseline,depthK,4,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,287,599,7.89,0.0,optimal,0,0,8.26624240000001,8.1875
gcnn:baseline,depthK2,0,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,267,579,7.84,0.0,optimal,0,0,8.171345999999971,8.109375
gcnn:baseline,depthK2,1,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,293,643,8.16,0.0,optimal,0,0,8.558417200000008,8.4375
gcnn:baseline,depthK2,2,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,247,516,7.44,0.0,optimal,0,0,7.747998199999984,7.703125
gcnn:baseline,depthK2,3,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,251,536,6.97,0.0,optimal,0,0,7.367891800000052,7.296875
gcnn:baseline,depthK2,4,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,295,562,8.05,0.0,optimal,0,0,8.397695699999986,8.359375
gcnn:baseline,depthK_adaptive,0,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,294,564,7.89,0.0,optimal,0,0,8.34585930000003,8.109375
gcnn:baseline,depthK_adaptive,1,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,305,566,7.88,0.0,optimal,0,0,8.328994199999897,8.234375
gcnn:baseline,depthK_adaptive,2,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,321,646,8.28,0.0,optimal,0,0,8.735288600000104,8.59375
gcnn:baseline,depthK_adaptive,3,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,316,580,7.63,0.0,optimal,0,0,8.088799799999833,7.921875
gcnn:baseline,depthK_adaptive,4,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,291,560,7.91,0.0,optimal,0,0,8.29847339999992,8.234375
gcnn:baseline,depthK_adaptive2,0,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,260,556,7.57,0.0,optimal,0,0,7.8930937999998605,7.875
gcnn:baseline,depthK_adaptive2,1,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,267,584,7.52,0.0,optimal,0,0,7.934467600000062,7.828125
gcnn:baseline,depthK_adaptive2,2,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,259,522,7.46,0.0,optimal,0,0,7.843408400000044,7.828125
gcnn:baseline,depthK_adaptive2,3,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,259,538,7.09,0.0,optimal,0,0,7.366357099999959,7.3125
gcnn:baseline,depthK_adaptive2,4,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_6.lp,269,552,7.64,0.0,optimal,0,0,8.068175899999915,7.890625
gcnn:baseline,uniform5,0,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_7.lp,553,909,11.08,0.0,optimal,0,0,11.621344600000157,11.5
gcnn:baseline,uniform5,1,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_7.lp,489,862,10.26,0.0,optimal,0,0,10.715103699999872,10.578125
gcnn:baseline,uniform5,2,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_7.lp,513,905,10.23,0.0,optimal,0,0,10.677257199999985,10.5625
gcnn:baseline,uniform5,3,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_7.lp,551,945,11.11,0.0,optimal,0,0,11.731723099999954,11.625
gcnn:baseline,uniform5,4,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_7.lp,510,860,10.66,0.0,optimal,0,0,11.223128999999972,11.09375
gcnn:baseline,depthK,0,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_7.lp,492,839,10.18,0.0,optimal,0,0,10.86098509999988,10.78125
gcnn:baseline,depthK,1,small,data/instances/setcover/transfer_500r_1000c_0.05d/instance_7.lp,481,923,10.33,0.0,optimal,0,0,10.762380099999973,10.65625
